time	V(highside)	V(highside)-V(out)	V(lowside)	V(out)
1.770386901729957e-07	1.874828e+01	6.748493e+00	2.532245e-01	1.199979e+01
2.156412302269141e-07	1.968492e+01	7.685097e+00	1.849958e-01	1.199982e+01
2.572426282874458e-07	2.045400e+01	8.454163e+00	1.304251e-01	1.199984e+01
3.014654173461234e-07	2.104587e+01	9.046011e+00	8.969965e-02	1.199986e+01
3.454723757964564e-07	2.146481e+01	9.464938e+00	6.174818e-02	1.199987e+01
3.920224720161194e-07	2.177672e+01	9.776846e+00	4.157011e-02	1.199987e+01
4.369171623759837e-07	2.198774e+01	9.987859e+00	2.832603e-02	1.199988e+01
4.828616314789231e-07	2.213847e+01	1.013858e+01	1.914895e-02	1.199988e+01
5.277390891995136e-07	2.224153e+01	1.024165e+01	1.305634e-02	1.199988e+01
5.735469173057376e-07	2.231503e+01	1.031515e+01	8.837921e-03	1.199989e+01
6.186638774007630e-07	2.236569e+01	1.036580e+01	6.014134e-03	1.199989e+01
6.643675566664995e-07	2.240153e+01	1.040164e+01	4.074077e-03	1.199989e+01
7.096679770898330e-07	2.242636e+01	1.042647e+01	2.768015e-03	1.199989e+01
7.551833196915607e-07	2.244378e+01	1.044390e+01	1.877971e-03	1.199989e+01
8.006774118122992e-07	2.245596e+01	1.045607e+01	1.273873e-03	1.199989e+01
8.459417998121377e-07	2.246442e+01	1.046453e+01	8.661184e-04	1.199989e+01
8.917691568077517e-07	2.247040e+01	1.047051e+01	5.858313e-04	1.199989e+01
9.365932742273606e-07	2.247449e+01	1.047460e+01	3.998318e-04	1.199989e+01
9.830732100453908e-07	2.247742e+01	1.047754e+01	2.701226e-04	1.199989e+01
1.033574467420577e-06	2.247959e+01	1.047970e+01	1.772744e-04	1.199989e+01
1.092837170132080e-06	2.248125e+01	1.048136e+01	1.085830e-04	1.199989e+01
1.161894269625222e-06	2.248242e+01	1.048253e+01	6.170310e-05	1.199989e+01
1.250885491722663e-06	2.248326e+01	1.048337e+01	2.998987e-05	1.199989e+01
1.359504817482556e-06	2.248374e+01	1.048385e+01	1.259077e-05	1.199989e+01
1.519861470071792e-06	2.248400e+01	1.048411e+01	3.660088e-06	1.199989e+01
1.743811486473253e-06	2.248410e+01	1.048421e+01	6.247246e-07	1.199989e+01
2.177569335595275e-06	2.248413e+01	1.048424e+01	1.147524e-08	1.199989e+01
3.037299543260591e-06	2.248413e+01	1.048424e+01	-1.840993e-09	1.199989e+01
4.756759958591221e-06	2.248413e+01	1.048424e+01	6.273264e-10	1.199989e+01
8.195680789252482e-06	2.248413e+01	1.048424e+01	-1.695852e-10	1.199989e+01
1.507352245057500e-05	2.248413e+01	1.048424e+01	1.186551e-10	1.199989e+01
2.507352245057501e-05	2.248413e+01	1.048424e+01	5.163869e-11	1.199989e+01
4.750735224505756e-04	2.248413e+01	1.048424e+01	5.491430e-11	1.199989e+01
4.850735224505756e-04	2.248413e+01	1.048424e+01	6.820092e-11	1.199989e+01
4.900000000000000e-04	2.248413e+01	1.048424e+01	-2.837501e-10	1.199989e+01
4.901470449011512e-04	2.248413e+01	1.048424e+01	-1.931871e-10	1.199989e+01
4.904411347034536e-04	2.248413e+01	1.048424e+01	2.426740e-11	1.199989e+01
4.910293143080583e-04	2.248413e+01	1.048424e+01	5.432573e-11	1.199989e+01
4.922056735172679e-04	2.248413e+01	1.048424e+01	5.552655e-11	1.199989e+01
4.945583919356870e-04	2.248413e+01	1.048424e+01	5.709206e-11	1.199989e+01
4.952945631631618e-04	2.248413e+01	1.048424e+01	5.634130e-11	1.199989e+01
4.967669056181114e-04	2.248413e+01	1.048424e+01	6.309882e-11	1.199989e+01
4.970553150901009e-04	2.248413e+01	1.048424e+01	5.982533e-11	1.199989e+01
4.976321340340799e-04	2.248413e+01	1.048424e+01	5.194304e-11	1.199989e+01
4.987857719220379e-04	2.248413e+01	1.048424e+01	-3.027024e-09	1.199989e+01
4.987867719220379e-04	2.248413e+01	1.048424e+01	-1.510134e-09	1.199989e+01
4.987887719220379e-04	2.248413e+01	1.048424e+01	-5.610700e-10	1.199989e+01
4.987901522440121e-04	2.248413e+01	1.048424e+01	2.250478e-10	1.199989e+01
4.987913977987761e-04	2.248413e+01	1.048424e+01	-5.272102e-10	1.199989e+01
4.987923507039433e-04	2.248413e+01	1.048424e+01	1.603073e-09	1.199989e+01
4.987929265921152e-04	2.248413e+01	1.048424e+01	-3.794564e-09	1.199989e+01
4.987931944170075e-04	2.248413e+01	1.048424e+01	6.475902e-09	1.199989e+01
4.987933099281191e-04	2.248413e+01	1.048424e+01	-3.781244e-09	1.199989e+01
4.987933694923089e-04	2.248413e+01	1.048424e+01	-7.782915e-10	1.199989e+01
4.987934060916983e-04	2.248413e+01	1.048424e+01	1.863112e-09	1.199989e+01
4.987934352692163e-04	2.248413e+01	1.048424e+01	-3.825392e-10	1.199989e+01
4.987934663430961e-04	2.248413e+01	1.048424e+01	5.711631e-11	1.199989e+01
4.987934959549698e-04	2.248413e+01	1.048424e+01	-1.493773e-10	1.199989e+01
4.987935338492885e-04	2.248413e+01	1.048424e+01	1.283625e-10	1.199989e+01
4.987935755918722e-04	2.248413e+01	1.048424e+01	-6.568907e-11	1.199989e+01
4.987936293892067e-04	2.248413e+01	1.048424e+01	1.465563e-10	1.199989e+01
4.987936992401418e-04	2.248413e+01	1.048424e+01	-1.161844e-11	1.199989e+01
4.987937910322201e-04	2.248413e+01	1.048424e+01	1.150881e-10	1.199989e+01
4.987939191607373e-04	2.248413e+01	1.048424e+01	2.055846e-11	1.199989e+01
4.987940897287621e-04	2.248413e+01	1.048424e+01	8.315381e-11	1.199989e+01
4.987943174994618e-04	2.248413e+01	1.048424e+01	3.021238e-11	1.199989e+01
4.987946611183243e-04	2.248413e+01	1.048424e+01	7.081438e-11	1.199989e+01
4.987951383996805e-04	2.248413e+01	1.048424e+01	4.484070e-11	1.199989e+01
4.987958383014783e-04	2.248413e+01	1.048424e+01	6.416975e-11	1.199989e+01
4.987968541148446e-04	2.248413e+01	1.048424e+01	5.119508e-11	1.199989e+01
4.987983220130109e-04	2.248413e+01	1.048424e+01	6.016317e-11	1.199989e+01
4.988004764873568e-04	2.248413e+01	1.048424e+01	5.389673e-11	1.199989e+01
4.988036036350132e-04	2.248413e+01	1.048424e+01	5.807981e-11	1.199989e+01
4.988081800269556e-04	2.248413e+01	1.048424e+01	5.491664e-11	1.199989e+01
4.988153334990322e-04	2.248413e+01	1.048424e+01	5.724347e-11	1.199989e+01
4.988282687186113e-04	2.248413e+01	1.048424e+01	5.534210e-11	1.199989e+01
4.988541391577695e-04	2.248413e+01	1.048424e+01	5.607055e-11	1.199989e+01
4.989058800360859e-04	2.248413e+01	1.048424e+01	5.519777e-11	1.199989e+01
4.990093617927187e-04	2.248413e+01	1.048424e+01	5.504027e-11	1.199989e+01
4.992163253059843e-04	2.248413e+01	1.048424e+01	5.462754e-11	1.199989e+01
4.995860729734688e-04	2.248413e+01	1.048424e+01	3.746180e-11	1.199989e+01
4.995870729734689e-04	2.248413e+01	1.048424e+01	4.598677e-11	1.199989e+01
4.995890729734689e-04	2.248413e+01	1.048424e+01	5.835147e-11	1.199989e+01
4.995926590931536e-04	2.248413e+01	1.048424e+01	5.449804e-11	1.199989e+01
4.995962913813880e-04	2.248413e+01	1.048424e+01	5.691862e-11	1.199989e+01
4.996035559578568e-04	2.248413e+01	1.048424e+01	5.366032e-11	1.199989e+01
4.996153302673301e-04	2.248413e+01	1.048424e+01	5.524727e-11	1.199989e+01
4.996377158491890e-04	2.248413e+01	1.048424e+01	5.417829e-11	1.199989e+01
4.996824870129068e-04	2.248413e+01	1.048424e+01	5.474954e-11	1.199989e+01
4.998209153451289e-04	2.248413e+01	1.048424e+01	5.470908e-11	1.199989e+01
4.999022279904269e-04	2.248413e+01	1.048424e+01	7.142132e-11	1.199989e+01
4.999032279904269e-04	2.248413e+01	1.048424e+01	6.310360e-11	1.199989e+01
4.999052279904269e-04	2.248413e+01	1.048424e+01	5.030095e-11	1.199989e+01
4.999092279904269e-04	2.248413e+01	1.048424e+01	5.411606e-11	1.199989e+01
4.999128518945878e-04	2.248413e+01	1.048424e+01	5.221364e-11	1.199989e+01
4.999200997029096e-04	2.248413e+01	1.048424e+01	5.550593e-11	1.199989e+01
4.999322551692198e-04	2.248413e+01	1.048424e+01	5.392206e-11	1.199989e+01
4.999544984442151e-04	2.248413e+01	1.048424e+01	3.860797e-11	1.199989e+01
4.999555134500093e-04	2.248413e+01	1.048424e+01	4.620245e-11	1.199989e+01
4.999575434615979e-04	2.248413e+01	1.048424e+01	5.873968e-11	1.199989e+01
4.999616034847749e-04	2.248413e+01	1.048424e+01	5.494649e-11	1.199989e+01
4.999653187978544e-04	2.248413e+01	1.048424e+01	5.684327e-11	1.199989e+01
4.999727494240136e-04	2.248413e+01	1.048424e+01	5.365518e-11	1.199989e+01
4.999851121827795e-04	2.248413e+01	1.048424e+01	3.904728e-11	1.199989e+01
4.999861121827796e-04	2.248413e+01	1.048424e+01	4.612148e-11	1.199989e+01
4.999881121827796e-04	2.248413e+01	1.048424e+01	5.878172e-11	1.199989e+01
4.999921121827796e-04	2.248413e+01	1.048424e+01	5.490559e-11	1.199989e+01
4.999958085361803e-04	2.248413e+01	1.048424e+01	4.231127e-11	1.199989e+01
4.999968085361803e-04	2.248413e+01	1.048424e+01	5.186219e-11	1.199989e+01
4.999980000000000e-04	2.248413e+01	1.048424e+01	5.189648e-11	1.199989e+01
4.999990000000000e-04	2.248413e+01	1.048424e+01	5.455481e-11	1.199989e+01
5.000000000000000e-04	2.248413e+01	1.048424e+01	-7.489700e-09	1.199989e+01
5.000001000000000e-04	2.248413e+01	1.048424e+01	-2.487995e-09	1.199989e+01
5.000003000000000e-04	2.248413e+01	1.048424e+01	5.576381e-11	1.199989e+01
5.000003537281159e-04	2.248413e+01	1.048424e+01	5.296603e-11	1.199989e+01
5.000003789576491e-04	2.248413e+01	1.048424e+01	5.934917e-11	1.199989e+01
5.000003875581794e-04	2.248413e+01	1.048424e+01	5.442340e-11	1.199989e+01
5.000003948166115e-04	2.248413e+01	1.048424e+01	5.641529e-11	1.199989e+01
5.000003996288929e-04	2.248413e+01	1.048424e+01	5.597271e-11	1.199989e+01
5.000004047957013e-04	2.248413e+01	1.048424e+01	5.187710e-11	1.199989e+01
5.000004151293181e-04	2.248413e+01	1.048424e+01	5.564138e-11	1.199989e+01
5.000004357965517e-04	2.248413e+01	1.048424e+01	5.411926e-11	1.199989e+01
5.000004771310189e-04	2.248413e+01	1.048424e+01	5.480427e-11	1.199989e+01
5.000005597999535e-04	2.248413e+01	1.048424e+01	5.447936e-11	1.199989e+01
5.000007251378224e-04	2.248413e+01	1.048424e+01	5.462635e-11	1.199989e+01
5.000010000000000e-04	2.248413e+01	1.048424e+01	6.652157e-11	1.199989e+01
5.000010274862178e-04	2.248413e+01	1.048424e+01	5.866610e-11	1.199989e+01
5.000010824586533e-04	2.248413e+01	1.048424e+01	5.458483e-11	1.199989e+01
5.000018074904694e-04	2.248413e+01	1.048424e+01	5.456269e-11	1.199989e+01
5.000018093526248e-04	2.248413e+01	1.048424e+01	5.458899e-11	1.199989e+01
5.000018098490646e-04	2.248413e+01	1.048424e+01	5.459383e-11	1.199989e+01
5.000018118348236e-04	2.248413e+01	1.048424e+01	5.457793e-11	1.199989e+01
5.000019151788499e-04	2.248413e+01	1.048424e+01	5.458098e-11	1.199989e+01
5.000019272961571e-04	2.248413e+01	1.048424e+01	5.458161e-11	1.199989e+01
5.000019394134643e-04	2.248413e+01	1.048424e+01	5.458210e-11	1.199989e+01
5.000019515307714e-04	2.248413e+01	1.048424e+01	5.458244e-11	1.199989e+01
5.000019636480786e-04	2.248413e+01	1.048424e+01	5.458263e-11	1.199989e+01
5.000019757653857e-04	2.248413e+01	1.048424e+01	5.458267e-11	1.199989e+01
5.000019878826929e-04	2.248413e+01	1.048424e+01	5.458256e-11	1.199989e+01
5.000020000000000e-04	2.248413e+01	1.048424e+01	5.458231e-11	1.199989e+01
5.000020045746701e-04	2.248413e+01	1.048424e+01	5.458131e-11	1.199989e+01
5.000020091493403e-04	2.248413e+01	1.048424e+01	5.458080e-11	1.199989e+01
5.000020137240104e-04	2.248413e+01	1.048424e+01	5.458077e-11	1.199989e+01
5.000020182986804e-04	2.248413e+01	1.048424e+01	5.458122e-11	1.199989e+01
5.000020228733505e-04	2.248413e+01	1.048424e+01	5.458215e-11	1.199989e+01
5.000020274480207e-04	2.248413e+01	1.048424e+01	5.458357e-11	1.199989e+01
5.000020320226907e-04	2.248413e+01	1.048424e+01	5.458547e-11	1.199989e+01
5.000020338328892e-04	2.248413e+01	1.048424e+01	5.457992e-11	1.199989e+01
5.000029840856152e-04	2.248413e+01	1.048424e+01	5.458552e-11	1.199989e+01
5.000030000000001e-04	2.248413e+01	1.048424e+01	5.458619e-11	1.199989e+01
5.000030318287696e-04	2.248413e+01	1.048424e+01	5.458699e-11	1.199989e+01
5.000258829679886e-04	2.248413e+01	1.048424e+01	5.458701e-11	1.199989e+01
5.000263793161278e-04	2.248487e+01	1.048497e+01	-6.781386e-09	1.199989e+01
5.000265053038726e-04	2.248603e+01	1.048614e+01	-1.839817e-08	1.199989e+01
5.000265719173981e-04	2.248697e+01	1.048708e+01	-2.878235e-08	1.199989e+01
5.000266077975609e-04	2.248727e+01	1.048738e+01	-3.258477e-08	1.199989e+01
5.000266416041757e-04	2.248740e+01	1.048751e+01	-3.413022e-08	1.199989e+01
5.000266736425454e-04	2.248752e+01	1.048763e+01	-3.521140e-08	1.199989e+01
5.000266994889506e-04	2.248760e+01	1.048772e+01	-3.602699e-08	1.199989e+01
5.000267294172819e-04	2.248770e+01	1.048781e+01	-3.686368e-08	1.199989e+01
5.000267628199143e-04	2.248778e+01	1.048789e+01	-3.763611e-08	1.199989e+01
5.000268019386486e-04	2.248786e+01	1.048798e+01	-3.831411e-08	1.199989e+01
5.000268505860719e-04	2.248794e+01	1.048805e+01	-3.890299e-08	1.199989e+01
5.000268968334414e-04	2.248800e+01	1.048812e+01	-3.928033e-08	1.199989e+01
5.000269893281802e-04	2.248811e+01	1.048822e+01	-3.981304e-08	1.199989e+01
5.000270338767020e-04	2.248816e+01	1.048827e+01	-4.000017e-08	1.199989e+01
5.000271229737457e-04	2.248824e+01	1.048835e+01	-2.555370e-04	1.199989e+01
5.000271434781381e-04	2.248826e+01	1.048837e+01	-7.120778e-04	1.199989e+01
5.000271556490929e-04	2.248827e+01	1.048838e+01	-1.236978e-03	1.199989e+01
5.000271634507474e-04	2.248828e+01	1.048839e+01	-1.560778e-03	1.199989e+01
5.000271720688746e-04	2.248828e+01	1.048839e+01	-1.827228e-03	1.199989e+01
5.000271891126032e-04	2.248830e+01	1.048841e+01	-2.214068e-03	1.199989e+01
5.000272085524059e-04	2.248832e+01	1.048843e+01	-2.518203e-03	1.199989e+01
5.000272341978974e-04	2.248834e+01	1.048845e+01	-2.777861e-03	1.199989e+01
5.000272622438573e-04	2.248836e+01	1.048847e+01	-2.967842e-03	1.199989e+01
5.000273013736682e-04	2.248838e+01	1.048849e+01	-3.160929e-03	1.199989e+01
5.000273680114819e-04	2.248842e+01	1.048853e+01	-3.427129e-03	1.199989e+01
5.000274226239664e-04	2.248845e+01	1.048856e+01	-3.605581e-03	1.199989e+01
5.000274861472371e-04	2.248848e+01	1.048859e+01	-3.762086e-03	1.199989e+01
5.000275295920229e-04	2.248850e+01	1.048862e+01	-3.834338e-03	1.199989e+01
5.000275730368088e-04	2.248853e+01	1.048864e+01	-3.901424e-03	1.199989e+01
5.000276164815946e-04	2.248855e+01	1.048866e+01	-3.963346e-03	1.199989e+01
5.000276599263806e-04	2.248857e+01	1.048868e+01	-4.020101e-03	1.199989e+01
5.000277033711664e-04	2.248860e+01	1.048871e+01	-4.071691e-03	1.199989e+01
5.000277468159523e-04	2.248862e+01	1.048873e+01	-4.118115e-03	1.199989e+01
5.000277902607381e-04	2.248864e+01	1.048875e+01	-4.159374e-03	1.199989e+01
5.000278879476668e-04	2.248869e+01	1.048880e+01	-4.255538e-03	1.199989e+01
5.000280484055561e-04	2.248877e+01	1.048888e+01	-4.383031e-03	1.199989e+01
5.000281938291534e-04	2.248885e+01	1.048896e+01	-4.477549e-03	1.199989e+01
5.000283429349899e-04	2.248892e+01	1.048903e+01	-4.573683e-03	1.199989e+01
5.000284679032986e-04	2.248899e+01	1.048910e+01	-4.653640e-03	1.199989e+01
5.000286044007906e-04	2.248905e+01	1.048916e+01	-4.740164e-03	1.199989e+01
5.000288773957745e-04	2.248918e+01	1.048930e+01	-4.911636e-03	1.199989e+01
5.000290242670968e-04	2.248925e+01	1.048936e+01	-5.002962e-03	1.199989e+01
5.000291173304223e-04	2.248930e+01	1.048941e+01	-5.060291e-03	1.199989e+01
5.000291751641292e-04	2.248932e+01	1.048943e+01	-5.095705e-03	1.199989e+01
5.000292152617998e-04	2.248932e+01	1.048944e+01	-5.120150e-03	1.199989e+01
5.000292647830585e-04	2.248931e+01	1.048942e+01	-5.150228e-03	1.199989e+01
5.000293099089485e-04	2.248926e+01	1.048938e+01	-5.177551e-03	1.199989e+01
5.000293329060056e-04	2.248922e+01	1.048933e+01	-5.191437e-03	1.199989e+01
5.000293521298330e-04	2.248916e+01	1.048927e+01	-5.203020e-03	1.199989e+01
5.000293693142752e-04	2.248907e+01	1.048919e+01	-5.213356e-03	1.199989e+01
5.000293897301800e-04	2.248894e+01	1.048905e+01	-5.225617e-03	1.199989e+01
5.000294066730025e-04	2.248880e+01	1.048891e+01	-5.235775e-03	1.199989e+01
5.000294231056009e-04	2.248863e+01	1.048874e+01	-5.245612e-03	1.199989e+01
5.000294425911946e-04	2.248838e+01	1.048849e+01	-5.257258e-03	1.199989e+01
5.000294647045080e-04	2.248804e+01	1.048815e+01	-5.270445e-03	1.199989e+01
5.000294986347059e-04	2.248739e+01	1.048750e+01	-5.290614e-03	1.199989e+01
5.000295609774470e-04	2.248586e+01	1.048596e+01	-5.327475e-03	1.199989e+01
5.000296629617531e-04	2.248264e+01	1.048274e+01	-5.387294e-03	1.199989e+01
5.000297777047361e-04	2.247820e+01	1.047831e+01	-5.453789e-03	1.199989e+01
5.000298684425826e-04	2.247416e+01	1.047427e+01	-5.502649e-03	1.199989e+01
5.000299213461703e-04	2.247160e+01	1.047170e+01	-5.520731e-03	1.199990e+01
5.000299674155155e-04	2.246924e+01	1.046934e+01	-5.512980e-03	1.199990e+01
5.000300214864234e-04	2.246639e+01	1.046649e+01	-5.465507e-03	1.199990e+01
5.000300428294490e-04	2.246524e+01	1.046534e+01	-5.424716e-03	1.199990e+01
5.000300615363812e-04	2.246421e+01	1.046431e+01	-5.364472e-03	1.199990e+01
5.000300788693473e-04	2.246325e+01	1.046335e+01	-5.282820e-03	1.199990e+01
5.000300989489499e-04	2.246213e+01	1.046223e+01	-5.154631e-03	1.199990e+01
5.000301133279841e-04	2.246132e+01	1.046142e+01	-5.036500e-03	1.199990e+01
5.000301293565615e-04	2.246041e+01	1.046051e+01	-4.872669e-03	1.199990e+01
5.000301492258896e-04	2.245928e+01	1.045938e+01	-4.628274e-03	1.199990e+01
5.000301708988386e-04	2.245802e+01	1.045812e+01	-4.306252e-03	1.199990e+01
5.000302033443164e-04	2.245613e+01	1.045623e+01	-3.707468e-03	1.199990e+01
5.000302610176340e-04	2.245270e+01	1.045280e+01	-2.323622e-03	1.199990e+01
5.000303699144265e-04	2.244609e+01	1.044618e+01	1.053990e-03	1.199991e+01
5.000304833159437e-04	2.243903e+01	1.043912e+01	5.498554e-03	1.199991e+01
5.000306472056271e-04	2.242856e+01	1.042864e+01	1.326816e-02	1.199991e+01
5.000308393710792e-04	2.241598e+01	1.041606e+01	2.374108e-02	1.199992e+01
5.000311157550562e-04	2.239745e+01	1.039753e+01	4.047682e-02	1.199992e+01
5.000314744127491e-04	2.237291e+01	1.037297e+01	6.384083e-02	1.199993e+01
5.000318548485415e-04	2.234642e+01	1.034648e+01	8.995944e-02	1.199994e+01
5.000322600724452e-04	2.231782e+01	1.031786e+01	1.188403e-01	1.199995e+01
5.000326366589434e-04	2.229096e+01	1.029100e+01	1.464248e-01	1.199996e+01
5.000330241518367e-04	2.226310e+01	1.026313e+01	1.754217e-01	1.199997e+01
5.000333998886866e-04	2.223590e+01	1.023593e+01	2.040324e-01	1.199998e+01
5.000337877830271e-04	2.220767e+01	1.020769e+01	2.340157e-01	1.199998e+01
5.000345531662356e-04	2.215156e+01	1.015156e+01	2.943279e-01	1.200000e+01
5.000353182032811e-04	2.209501e+01	1.009501e+01	3.559361e-01	1.200001e+01
5.000360834612012e-04	2.203805e+01	1.003803e+01	4.187080e-01	1.200002e+01
5.000368488027377e-04	2.198072e+01	9.980693e+00	4.824988e-01	1.200003e+01
5.000376142059044e-04	2.192307e+01	9.923031e+00	5.472001e-01	1.200004e+01
5.000384936327296e-04	2.185645e+01	9.856408e+00	6.225622e-01	1.200004e+01
5.000390314811827e-04	2.181554e+01	9.815489e+00	6.691301e-01	1.200005e+01
5.000396754527110e-04	2.176665e+01	9.766600e+00	7.253194e-01	1.200006e+01
5.000404252300939e-04	2.171099e+01	9.710933e+00	7.912884e-01	1.200006e+01
5.000413655382303e-04	2.164415e+01	9.644088e+00	8.747734e-01	1.200006e+01
5.000425455269135e-04	2.156397e+01	9.563899e+00	9.805750e-01	1.200007e+01
5.000441290911215e-04	2.145994e+01	9.459867e+00	1.123394e+00	1.200007e+01
5.000457280203294e-04	2.135750e+01	9.357430e+00	1.266246e+00	1.200007e+01
5.000475363466855e-04	2.124395e+01	9.243880e+00	1.423817e+00	1.200007e+01
5.000495553073144e-04	2.111921e+01	9.119141e+00	1.595164e+00	1.200007e+01
5.000514753888739e-04	2.100228e+01	9.002215e+00	1.754726e+00	1.200007e+01
5.000534129002471e-04	2.088586e+01	8.885798e+00	1.912899e+00	1.200007e+01
5.000552946025233e-04	2.077422e+01	8.774152e+00	2.064099e+00	1.200006e+01
5.000572248505672e-04	2.066109e+01	8.661027e+00	2.216882e+00	1.200006e+01
5.000591243742483e-04	2.055111e+01	8.551051e+00	2.365044e+00	1.200006e+01
5.000610529576502e-04	2.044080e+01	8.440743e+00	2.513304e+00	1.200006e+01
5.000629556016586e-04	2.033319e+01	8.333139e+00	2.657621e+00	1.200006e+01
5.000643107396562e-04	2.025726e+01	8.257214e+00	2.759273e+00	1.200005e+01
5.000649890422098e-04	2.021951e+01	8.219473e+00	2.809737e+00	1.200004e+01
5.000654151126359e-04	2.019591e+01	8.195874e+00	2.841269e+00	1.200003e+01
5.000657319939903e-04	2.017839e+01	8.178370e+00	2.864645e+00	1.200002e+01
5.000660014884399e-04	2.016352e+01	8.163516e+00	2.884480e+00	1.200000e+01
5.000662563540491e-04	2.014947e+01	8.149494e+00	2.903199e+00	1.199998e+01
5.000665064741266e-04	2.013570e+01	8.135758e+00	2.921534e+00	1.199994e+01
5.000667954587239e-04	2.011981e+01	8.119922e+00	2.942676e+00	1.199988e+01
5.000671203625118e-04	2.010194e+01	8.102159e+00	2.966395e+00	1.199978e+01
5.000674728226130e-04	2.008255e+01	8.082942e+00	2.992068e+00	1.199961e+01
5.000678510189488e-04	2.006171e+01	8.062396e+00	3.019555e+00	1.199932e+01
5.000682533116663e-04	2.003944e+01	8.040637e+00	3.048731e+00	1.199881e+01
5.000686822830425e-04	2.001549e+01	8.017570e+00	3.079787e+00	1.199792e+01
5.000691438257778e-04	1.998933e+01	7.992948e+00	3.113162e+00	1.199639e+01
5.000696490644683e-04	1.995999e+01	7.966297e+00	3.149690e+00	1.199369e+01
5.000702167484969e-04	1.992574e+01	7.936835e+00	3.190786e+00	1.198891e+01
5.000708798441976e-04	1.988342e+01	7.903234e+00	3.238954e+00	1.198018e+01
5.000717009935179e-04	1.982660e+01	7.863092e+00	3.298977e+00	1.196351e+01
5.000728219297538e-04	1.973957e+01	7.811366e+00	3.381756e+00	1.192820e+01
5.000747190597297e-04	1.956931e+01	7.731209e+00	3.523696e+00	1.183811e+01
5.000775256416419e-04	1.927825e+01	7.625275e+00	3.736044e+00	1.165298e+01
5.000804425072451e-04	1.893418e+01	7.528812e+00	3.957568e+00	1.140536e+01
5.000841199872040e-04	1.845447e+01	7.422780e+00	4.234148e+00	1.103169e+01
5.000886875549084e-04	1.781988e+01	7.305617e+00	4.566815e+00	1.051426e+01
5.000946027845531e-04	1.698150e+01	7.164231e+00	4.968134e+00	9.817266e+00
5.001023544922066e-04	1.591998e+01	6.977568e+00	5.429602e+00	8.942415e+00
5.001103001786155e-04	1.492032e+01	6.772439e+00	5.814155e+00	8.147877e+00
5.001178885020002e-04	1.405225e+01	6.563829e+00	6.096989e+00	7.488419e+00
5.001259639863417e-04	1.316644e+01	6.342096e+00	6.332659e+00	6.824345e+00
5.001343632372022e-04	1.223427e+01	6.120403e+00	6.534699e+00	6.113863e+00
5.001421758733792e-04	1.136178e+01	5.915260e+00	6.698818e+00	5.446520e+00
5.001488133129679e-04	1.063622e+01	5.732378e+00	6.830252e+00	4.903842e+00
5.001548870551047e-04	9.981170e+00	5.549999e+00	6.947354e+00	4.431170e+00
5.001614805860494e-04	9.242311e+00	5.326457e+00	7.066628e+00	3.915854e+00
5.001697916974141e-04	8.247152e+00	5.007715e+00	7.202850e+00	3.239437e+00
5.001777737429957e-04	7.259917e+00	4.676877e+00	7.324404e+00	2.583040e+00
5.001866900422126e-04	6.197742e+00	4.303574e+00	7.460579e+00	1.894169e+00
5.001965820493307e-04	5.161669e+00	3.913348e+00	7.625169e+00	1.248322e+00
5.002102258951761e-04	3.998402e+00	3.427780e+00	7.879496e+00	5.706218e-01
5.002204940655160e-04	3.342365e+00	3.107932e+00	8.092860e+00	2.344330e-01
5.002302110846618e-04	2.907865e+00	2.844733e+00	8.311965e+00	6.313153e-02
5.002366934000317e-04	2.696559e+00	2.686329e+00	8.464224e+00	1.023056e-02
5.002383178520655e-04	2.654205e+00	2.649173e+00	8.502874e+00	5.032747e-03
5.002394918489194e-04	2.626544e+00	2.623167e+00	8.530759e+00	3.376917e-03
5.002407239198311e-04	2.598462e+00	2.596237e+00	8.559891e+00	2.225237e-03
5.002418651118398e-04	2.573091e+00	2.571583e+00	8.586729e+00	1.507352e-03
5.002431220039608e-04	2.545710e+00	2.544725e+00	8.616110e+00	9.850671e-04
5.002441775522462e-04	2.523094e+00	2.522398e+00	8.640625e+00	6.955544e-04
5.002452882941275e-04	2.499643e+00	2.499143e+00	8.666241e+00	4.994951e-04
5.002465373448154e-04	2.473603e+00	2.473246e+00	8.694840e+00	3.569139e-04
5.002476685674915e-04	2.450317e+00	2.450041e+00	8.720530e+00	2.768614e-04
5.002492449626068e-04	2.418286e+00	2.418074e+00	8.756003e+00	2.115815e-04
5.002508003476531e-04	2.387178e+00	2.387001e+00	8.790584e+00	1.769474e-04
5.002537465955398e-04	2.329349e+00	2.329202e+00	8.855119e+00	1.474201e-04
5.002564734673594e-04	2.276999e+00	2.276864e+00	8.913779e+00	1.355466e-04
5.002598759328926e-04	2.213449e+00	2.213320e+00	8.985337e+00	1.299721e-04
5.002640732635669e-04	2.137317e+00	2.137190e+00	9.071499e+00	1.264439e-04
5.002679414918951e-04	2.069350e+00	2.069226e+00	9.148841e+00	1.241211e-04
5.002718831943041e-04	2.002314e+00	2.002192e+00	9.225553e+00	1.220392e-04
5.002756217859374e-04	1.940736e+00	1.940616e+00	9.296408e+00	1.201570e-04
5.002795468814493e-04	1.878119e+00	1.878001e+00	9.368855e+00	1.182472e-04
5.002833757504997e-04	1.818961e+00	1.818845e+00	9.437678e+00	1.164354e-04
5.002873375861505e-04	1.759699e+00	1.759584e+00	9.507009e+00	1.146153e-04
