in s,C1 in V
-1.3224000E-03,7.32422E-02
-1.3223536E-03,1.70898E-01
-1.3223072E-03,-2.44141E-02
-1.3222608E-03,7.32422E-02
-1.3222144E-03,1.22070E-01
-1.3221680E-03,2.44141E-02
-1.3221216E-03,-2.44141E-02
-1.3220752E-03,-7.32422E-02
-1.3220288E-03,-2.44141E-02
-1.3219824E-03,2.44141E-02
-1.3219360E-03,-7.32422E-02
-1.3218896E-03,-1.70898E-01
-1.3218432E-03,7.32422E-02
-1.3217968E-03,2.19727E-01
-1.3217504E-03,-7.32422E-02
-1.3217040E-03,-7.32422E-02
-1.3216576E-03,1.22070E-01
-1.3216112E-03,-1.22070E-01
-1.3215648E-03,-1.22070E-01
-1.3215184E-03,-7.32422E-02
-1.3214720E-03,-2.44141E-02
-1.3214256E-03,-2.44141E-02
-1.3213792E-03,2.44141E-02
-1.3213328E-03,-2.44141E-02
-1.3212864E-03,7.32422E-02
-1.3212400E-03,-7.32422E-02
-1.3211936E-03,-2.44141E-02
-1.3211472E-03,1.22070E-01
-1.3211008E-03,2.44141E-02
-1.3210544E-03,7.32422E-02
-1.3210080E-03,-7.32422E-02
-1.3209616E-03,-7.32422E-02
-1.3209152E-03,-7.32422E-02
-1.3208688E-03,2.44141E-02
-1.3208224E-03,7.32422E-02
-1.3207760E-03,1.70898E-01
-1.3207296E-03,-7.32422E-02
-1.3206832E-03,7.32422E-02
-1.3206368E-03,-7.32422E-02
-1.3205904E-03,1.22070E-01
-1.3205440E-03,-7.32422E-02
-1.3204976E-03,7.32422E-02
-1.3204512E-03,-2.44141E-02
-1.3204048E-03,2.44141E-02
-1.3203584E-03,2.19727E-01
-1.3203120E-03,7.32422E-02
-1.3202656E-03,-7.32422E-02
-1.3202192E-03,7.32422E-02
-1.3201728E-03,7.32422E-02
-1.3201264E-03,1.22070E-01
-1.3200800E-03,-1.22070E-01
-1.3200336E-03,1.22070E-01
-1.3199872E-03,-2.44141E-02
-1.3199408E-03,2.44141E-02
-1.3198944E-03,-2.44141E-02
-1.3198480E-03,1.22070E-01
-1.3198016E-03,2.44141E-02
-1.3197552E-03,1.22070E-01
-1.3197088E-03,2.44141E-02
-1.3196624E-03,2.44141E-02
-1.3196160E-03,-2.44141E-02
-1.3195696E-03,-2.44141E-02
-1.3195232E-03,-1.22070E-01
-1.3194768E-03,-1.70898E-01
-1.3194304E-03,2.44141E-02
-1.3193840E-03,2.44141E-02
-1.3193376E-03,-2.44141E-02
-1.3192912E-03,-1.70898E-01
-1.3192448E-03,7.32422E-02
-1.3191984E-03,2.19727E-01
-1.3191520E-03,-7.32422E-02
-1.3191056E-03,7.32422E-02
-1.3190592E-03,1.22070E-01
-1.3190128E-03,2.44141E-02
-1.3189664E-03,-2.44141E-02
-1.3189200E-03,7.32422E-02
-1.3188736E-03,-1.22070E-01
-1.3188272E-03,7.32422E-02
-1.3187808E-03,7.32422E-02
-1.3187344E-03,-2.44141E-02
-1.3186880E-03,1.70898E-01
-1.3186416E-03,2.44141E-02
-1.3185952E-03,-2.44141E-02
-1.3185488E-03,2.19727E-01
-1.3185024E-03,2.44141E-02
-1.3184560E-03,-7.32422E-02
-1.3184096E-03,1.22070E-01
-1.3183632E-03,-1.22070E-01
-1.3183168E-03,2.44141E-02
-1.3182704E-03,-2.44141E-02
-1.3182240E-03,-1.22070E-01
-1.3181776E-03,-7.32422E-02
-1.3181312E-03,-2.44141E-02
-1.3180848E-03,2.44141E-02
-1.3180384E-03,-7.32422E-02
-1.3179920E-03,1.22070E-01
-1.3179456E-03,1.70898E-01
-1.3178992E-03,2.44141E-02
-1.3178528E-03,-1.22070E-01
-1.3178064E-03,1.70898E-01
-1.3177600E-03,1.70898E-01
-1.3177136E-03,7.32422E-02
-1.3176672E-03,7.32422E-02
-1.3176208E-03,1.22070E-01
-1.3175744E-03,-2.44141E-02
-1.3175280E-03,-1.22070E-01
-1.3174816E-03,-2.44141E-02
-1.3174352E-03,-2.44141E-02
-1.3173888E-03,7.32422E-02
-1.3173424E-03,2.44141E-02
-1.3172960E-03,-2.44141E-02
-1.3172496E-03,7.32422E-02
-1.3172032E-03,2.44141E-02
-1.3171568E-03,7.32422E-02
-1.3171104E-03,-7.32422E-02
-1.3170640E-03,2.44141E-02
-1.3170176E-03,-2.44141E-02
-1.3169712E-03,-7.32422E-02
-1.3169248E-03,-1.70898E-01
-1.3168784E-03,2.44141E-02
-1.3168320E-03,2.44141E-02
-1.3167856E-03,2.44141E-02
-1.3167392E-03,1.70898E-01
-1.3166928E-03,-7.32422E-02
-1.3166464E-03,-1.22070E-01
-1.3166000E-03,-1.22070E-01
-1.3165536E-03,-2.44141E-02
-1.3165072E-03,2.44141E-02
-1.3164608E-03,2.44141E-02
-1.3164144E-03,2.44141E-02
-1.3163680E-03,2.44141E-02
-1.3163216E-03,-1.22070E-01
-1.3162752E-03,1.70898E-01
-1.3162288E-03,-7.32422E-02
-1.3161824E-03,-2.44141E-02
-1.3161360E-03,2.44141E-02
-1.3160896E-03,2.44141E-02
-1.3160432E-03,2.44141E-02
-1.3159968E-03,7.32422E-02
-1.3159504E-03,1.70898E-01
-1.3159040E-03,1.70898E-01
-1.3158576E-03,2.44141E-02
-1.3158112E-03,2.44141E-02
-1.3157648E-03,2.44141E-02
-1.3157184E-03,1.22070E-01
-1.3156720E-03,2.44141E-02
-1.3156256E-03,-2.44141E-02
-1.3155792E-03,-1.22070E-01
-1.3155328E-03,-2.44141E-02
-1.3154864E-03,-2.44141E-02
-1.3154400E-03,-7.32422E-02
-1.3153936E-03,2.44141E-02
-1.3153472E-03,7.32422E-02
-1.3153008E-03,2.44141E-02
-1.3152544E-03,2.44141E-02
-1.3152080E-03,7.32422E-02
-1.3151616E-03,-2.44141E-02
-1.3151152E-03,2.44141E-02
-1.3150688E-03,-7.32422E-02
-1.3150224E-03,2.44141E-02
-1.3149760E-03,-2.44141E-02
-1.3149296E-03,7.32422E-02
-1.3148832E-03,-2.44141E-02
-1.3148368E-03,7.32422E-02
-1.3147904E-03,-2.44141E-02
-1.3147440E-03,1.22070E-01
-1.3146976E-03,-7.32422E-02
-1.3146512E-03,-1.22070E-01
-1.3146048E-03,2.44141E-02
-1.3145584E-03,-1.70898E-01
-1.3145120E-03,-7.32422E-02
-1.3144656E-03,2.44141E-02
-1.3144192E-03,1.22070E-01
-1.3143728E-03,2.44141E-02
-1.3143264E-03,-2.44141E-02
-1.3142800E-03,1.22070E-01
-1.3142336E-03,-1.70898E-01
-1.3141872E-03,2.44141E-02
-1.3141408E-03,7.32422E-02
-1.3140944E-03,1.22070E-01
-1.3140480E-03,1.22070E-01
-1.3140016E-03,7.32422E-02
-1.3139552E-03,-2.44141E-02
-1.3139088E-03,7.32422E-02
-1.3138624E-03,-2.44141E-02
-1.3138160E-03,1.22070E-01
-1.3137696E-03,2.44141E-02
-1.3137232E-03,1.22070E-01
-1.3136768E-03,1.22070E-01
-1.3136304E-03,-1.22070E-01
-1.3135840E-03,-1.22070E-01
-1.3135376E-03,7.32422E-02
-1.3134912E-03,-2.44141E-02
-1.3134448E-03,7.32422E-02
-1.3133984E-03,-7.32422E-02
-1.3133520E-03,1.70898E-01
-1.3133056E-03,1.70898E-01
-1.3132592E-03,1.70898E-01
-1.3132128E-03,-2.44141E-02
-1.3131664E-03,1.70898E-01
-1.3131200E-03,7.32422E-02
-1.3130736E-03,2.44141E-02
-1.3130272E-03,-7.32422E-02
-1.3129808E-03,-2.44141E-02
-1.3129344E-03,1.70898E-01
-1.3128880E-03,7.32422E-02
-1.3128416E-03,-1.22070E-01
-1.3127952E-03,1.22070E-01
-1.3127488E-03,-7.32422E-02
-1.3127024E-03,-7.32422E-02
-1.3126560E-03,2.44141E-02
-1.3126096E-03,-2.44141E-02
-1.3125632E-03,7.32422E-02
-1.3125168E-03,-2.44141E-02
-1.3124704E-03,-2.44141E-02
-1.3124240E-03,1.70898E-01
-1.3123776E-03,-2.44141E-02
-1.3123312E-03,7.32422E-02
-1.3122848E-03,7.32422E-02
-1.3122384E-03,-2.44141E-02
-1.3121920E-03,1.70898E-01
-1.3121456E-03,1.22070E-01
-1.3120992E-03,2.44141E-02
-1.3120528E-03,2.44141E-02
-1.3120064E-03,-7.32422E-02
-1.3119600E-03,-7.32422E-02
-1.3119136E-03,-7.32422E-02
-1.3118672E-03,-2.44141E-02
-1.3118208E-03,-7.32422E-02
-1.3117744E-03,-2.44141E-02
-1.3117280E-03,7.32422E-02
-1.3116816E-03,-2.44141E-02
-1.3116352E-03,2.44141E-02
-1.3115888E-03,2.44141E-02
-1.3115424E-03,-2.44141E-02
-1.3114960E-03,7.32422E-02
-1.3114496E-03,-2.44141E-02
-1.3114032E-03,1.22070E-01
-1.3113568E-03,-7.32422E-02
-1.3113104E-03,-2.44141E-02
-1.3112640E-03,1.22070E-01
-1.3112176E-03,-2.44141E-02
-1.3111712E-03,-7.32422E-02
-1.3111248E-03,-2.44141E-02
-1.3110784E-03,-2.44141E-02
-1.3110320E-03,1.70898E-01
-1.3109856E-03,-1.70898E-01
-1.3109392E-03,-2.44141E-02
-1.3108928E-03,2.44141E-02
-1.3108464E-03,-1.70898E-01
-1.3108000E-03,-7.32422E-02
-1.3107536E-03,-2.44141E-02
-1.3107072E-03,2.44141E-02
-1.3106608E-03,1.22070E-01
-1.3106144E-03,-1.22070E-01
-1.3105680E-03,7.32422E-02
-1.3105216E-03,7.32422E-02
-1.3104752E-03,2.44141E-02
-1.3104288E-03,7.32422E-02
-1.3103824E-03,-2.44141E-02
-1.3103360E-03,-7.32422E-02
-1.3102896E-03,1.70898E-01
-1.3102432E-03,2.44141E-02
-1.3101968E-03,2.44141E-02
-1.3101504E-03,7.32422E-02
-1.3101040E-03,7.32422E-02
-1.3100576E-03,-1.22070E-01
-1.3100112E-03,-7.32422E-02
-1.3099648E-03,-7.32422E-02
-1.3099184E-03,-7.32422E-02
-1.3098720E-03,-2.44141E-02
-1.3098256E-03,-1.22070E-01
-1.3097792E-03,1.22070E-01
-1.3097328E-03,2.44141E-02
-1.3096864E-03,-2.44141E-02
-1.3096400E-03,-2.44141E-02
-1.3095936E-03,7.32422E-02
-1.3095472E-03,-2.44141E-02
-1.3095008E-03,-2.44141E-02
-1.3094544E-03,-1.22070E-01
-1.3094080E-03,7.32422E-02
-1.3093616E-03,-7.32422E-02
-1.3093152E-03,-7.32422E-02
-1.3092688E-03,1.22070E-01
-1.3092224E-03,-2.44141E-02
-1.3091760E-03,1.22070E-01
-1.3091296E-03,2.44141E-02
-1.3090832E-03,-2.44141E-02
-1.3090368E-03,2.44141E-02
-1.3089904E-03,1.70898E-01
-1.3089440E-03,-2.44141E-02
-1.3088976E-03,-2.44141E-02
-1.3088512E-03,7.32422E-02
-1.3088048E-03,1.22070E-01
-1.3087584E-03,-7.32422E-02
-1.3087120E-03,-2.44141E-02
-1.3086656E-03,-1.22070E-01
-1.3086192E-03,7.32422E-02
-1.3085728E-03,-2.44141E-02
-1.3085264E-03,1.22070E-01
-1.3084800E-03,1.70898E-01
-1.3084336E-03,7.32422E-02
-1.3083872E-03,-2.44141E-02
-1.3083408E-03,1.70898E-01
-1.3082944E-03,2.44141E-02
-1.3082480E-03,-7.32422E-02
-1.3082016E-03,-2.44141E-02
-1.3081552E-03,2.44141E-02
-1.3081088E-03,2.44141E-02
-1.3080624E-03,2.44141E-02
-1.3080160E-03,-7.32422E-02
-1.3079696E-03,1.70898E-01
-1.3079232E-03,-2.44141E-02
-1.3078768E-03,-1.22070E-01
-1.3078304E-03,-2.44141E-02
-1.3077840E-03,1.70898E-01
-1.3077376E-03,1.22070E-01
-1.3076912E-03,-2.44141E-02
-1.3076448E-03,2.44141E-02
-1.3075984E-03,2.44141E-02
-1.3075520E-03,7.32422E-02
-1.3075056E-03,-7.32422E-02
-1.3074592E-03,-7.32422E-02
-1.3074128E-03,2.44141E-02
-1.3073664E-03,1.22070E-01
-1.3073200E-03,1.22070E-01
-1.3072736E-03,2.44141E-02
-1.3072272E-03,2.44141E-02
-1.3071808E-03,-2.44141E-02
-1.3071344E-03,2.44141E-02
-1.3070880E-03,7.32422E-02
-1.3070416E-03,1.22070E-01
-1.3069952E-03,2.44141E-02
-1.3069488E-03,2.44141E-02
-1.3069024E-03,2.44141E-02
-1.3068560E-03,7.32422E-02
-1.3068096E-03,1.22070E-01
-1.3067632E-03,7.32422E-02
-1.3067168E-03,-2.44141E-02
-1.3066704E-03,-7.32422E-02
-1.3066240E-03,-2.44141E-02
-1.3065776E-03,2.44141E-02
-1.3065312E-03,-7.32422E-02
-1.3064848E-03,-2.44141E-02
-1.3064384E-03,-2.44141E-02
-1.3063920E-03,2.44141E-02
-1.3063456E-03,2.44141E-02
-1.3062992E-03,1.22070E-01
-1.3062528E-03,1.70898E-01
-1.3062064E-03,7.32422E-02
-1.3061600E-03,2.44141E-02
-1.3061136E-03,-1.70898E-01
-1.3060672E-03,1.22070E-01
-1.3060208E-03,1.70898E-01
-1.3059744E-03,2.44141E-02
-1.3059280E-03,1.22070E-01
-1.3058816E-03,-2.44141E-02
-1.3058352E-03,7.32422E-02
-1.3057888E-03,-1.22070E-01
-1.3057424E-03,2.19727E-01
-1.3056960E-03,-2.44141E-02
-1.3056496E-03,-1.22070E-01
-1.3056032E-03,-2.44141E-02
-1.3055568E-03,-2.44141E-02
-1.3055104E-03,2.44141E-02
-1.3054640E-03,-2.44141E-02
-1.3054176E-03,2.44141E-02
-1.3053712E-03,-2.44141E-02
-1.3053248E-03,1.70898E-01
-1.3052784E-03,7.32422E-02
-1.3052320E-03,-7.32422E-02
-1.3051856E-03,-7.32422E-02
-1.3051392E-03,2.44141E-02
-1.3050928E-03,-7.32422E-02
-1.3050464E-03,2.44141E-02
-1.3050000E-03,1.22070E-01
-1.3049536E-03,2.44141E-02
-1.3049072E-03,2.44141E-02
-1.3048608E-03,-2.44141E-02
-1.3048144E-03,-1.22070E-01
-1.3047680E-03,1.70898E-01
-1.3047216E-03,7.32422E-02
-1.3046752E-03,-1.22070E-01
-1.3046288E-03,-1.70898E-01
-1.3045824E-03,-2.44141E-02
-1.3045360E-03,2.44141E-02
-1.3044896E-03,2.44141E-02
-1.3044432E-03,-7.32422E-02
-1.3043968E-03,1.22070E-01
-1.3043504E-03,2.44141E-02
-1.3043040E-03,-1.22070E-01
-1.3042576E-03,7.32422E-02
-1.3042112E-03,1.70898E-01
-1.3041648E-03,2.44141E-02
-1.3041184E-03,2.44141E-02
-1.3040720E-03,2.44141E-02
-1.3040256E-03,-2.44141E-02
-1.3039792E-03,1.22070E-01
-1.3039328E-03,-2.44141E-02
-1.3038864E-03,1.70898E-01
-1.3038400E-03,-2.44141E-02
-1.3037936E-03,-2.44141E-02
-1.3037472E-03,-2.44141E-02
-1.3037008E-03,2.44141E-02
-1.3036544E-03,2.44141E-02
-1.3036080E-03,2.44141E-02
-1.3035616E-03,-2.44141E-02
-1.3035152E-03,1.70898E-01
-1.3034688E-03,7.32422E-02
-1.3034224E-03,2.44141E-02
-1.3033760E-03,1.22070E-01
-1.3033296E-03,2.44141E-02
-1.3032832E-03,2.44141E-02
-1.3032368E-03,-2.44141E-02
-1.3031904E-03,-1.22070E-01
-1.3031440E-03,-1.22070E-01
-1.3030976E-03,-2.44141E-02
-1.3030512E-03,1.70898E-01
-1.3030048E-03,-7.32422E-02
-1.3029584E-03,-1.70898E-01
-1.3029120E-03,1.22070E-01
-1.3028656E-03,1.22070E-01
-1.3028192E-03,-2.44141E-02
-1.3027728E-03,2.44141E-02
-1.3027264E-03,-2.44141E-02
-1.3026800E-03,1.70898E-01
-1.3026336E-03,-2.44141E-02
-1.3025872E-03,1.22070E-01
-1.3025408E-03,1.22070E-01
-1.3024944E-03,7.32422E-02
-1.3024480E-03,7.32422E-02
-1.3024016E-03,1.70898E-01
-1.3023552E-03,2.44141E-02
-1.3023088E-03,7.32422E-02
-1.3022624E-03,-2.44141E-02
-1.3022160E-03,-1.70898E-01
-1.3021696E-03,7.32422E-02
-1.3021232E-03,1.22070E-01
-1.3020768E-03,2.44141E-02
-1.3020304E-03,-1.22070E-01
-1.3019840E-03,2.68555E-01
-1.3019376E-03,7.32422E-02
-1.3018912E-03,-1.22070E-01
-1.3018448E-03,2.44141E-02
-1.3017984E-03,-2.44141E-02
-1.3017520E-03,2.44141E-02
-1.3017056E-03,-2.44141E-02
-1.3016592E-03,2.44141E-02
-1.3016128E-03,2.44141E-02
-1.3015664E-03,2.44141E-02
-1.3015200E-03,-2.44141E-02
-1.3014736E-03,-2.44141E-02
-1.3014272E-03,1.70898E-01
-1.3013808E-03,7.32422E-02
-1.3013344E-03,-2.44141E-02
-1.3012880E-03,1.22070E-01
-1.3012416E-03,-2.44141E-02
-1.3011952E-03,1.22070E-01
-1.3011488E-03,-2.44141E-02
-1.3011024E-03,2.44141E-02
-1.3010560E-03,1.70898E-01
-1.3010096E-03,1.70898E-01
-1.3009632E-03,-2.44141E-02
-1.3009168E-03,1.22070E-01
-1.3008704E-03,7.32422E-02
-1.3008240E-03,1.70898E-01
-1.3007776E-03,-2.44141E-02
-1.3007312E-03,-2.44141E-02
-1.3006848E-03,2.44141E-02
-1.3006384E-03,2.44141E-02
-1.3005920E-03,-7.32422E-02
-1.3005456E-03,-2.44141E-02
-1.3004992E-03,1.22070E-01
-1.3004528E-03,2.44141E-02
-1.3004064E-03,-7.32422E-02
-1.3003600E-03,-7.32422E-02
-1.3003136E-03,2.44141E-02
-1.3002672E-03,2.44141E-02
-1.3002208E-03,-2.44141E-02
-1.3001744E-03,1.22070E-01
-1.3001280E-03,7.32422E-02
-1.3000816E-03,2.44141E-02
-1.3000352E-03,-7.32422E-02
-1.2999888E-03,1.22070E-01
-1.2999424E-03,-7.32422E-02
-1.2998960E-03,1.70898E-01
-1.2998496E-03,-7.32422E-02
-1.2998032E-03,-2.44141E-02
-1.2997568E-03,2.44141E-02
-1.2997104E-03,2.44141E-02
-1.2996640E-03,-2.44141E-02
-1.2996176E-03,2.44141E-02
-1.2995712E-03,2.44141E-02
-1.2995248E-03,1.70898E-01
-1.2994784E-03,-2.44141E-02
-1.2994320E-03,-2.44141E-02
-1.2993856E-03,2.44141E-02
-1.2993392E-03,2.44141E-02
-1.2992928E-03,-7.32422E-02
-1.2992464E-03,2.44141E-02
-1.2992000E-03,-7.32422E-02
-1.2991536E-03,-2.44141E-02
-1.2991072E-03,-2.44141E-02
-1.2990608E-03,2.44141E-02
-1.2990144E-03,-2.44141E-02
-1.2989680E-03,7.32422E-02
-1.2989216E-03,2.44141E-02
-1.2988752E-03,2.44141E-02
-1.2988288E-03,-2.44141E-02
-1.2987824E-03,7.32422E-02
-1.2987360E-03,-2.44141E-02
-1.2986896E-03,7.32422E-02
-1.2986432E-03,1.70898E-01
-1.2985968E-03,7.32422E-02
-1.2985504E-03,2.44141E-02
-1.2985040E-03,-7.32422E-02
-1.2984576E-03,1.70898E-01
-1.2984112E-03,2.44141E-02
-1.2983648E-03,-7.32422E-02
-1.2983184E-03,1.70898E-01
-1.2982720E-03,2.44141E-02
-1.2982256E-03,7.32422E-02
-1.2981792E-03,-2.44141E-02
-1.2981328E-03,1.22070E-01
-1.2980864E-03,7.32422E-02
-1.2980400E-03,7.32422E-02
-1.2979936E-03,7.32422E-02
-1.2979472E-03,2.19727E-01
-1.2979008E-03,-7.32422E-02
-1.2978544E-03,1.22070E-01
-1.2978080E-03,7.32422E-02
-1.2977616E-03,-1.22070E-01
-1.2977152E-03,7.32422E-02
-1.2976688E-03,1.22070E-01
-1.2976224E-03,-2.44141E-02
-1.2975760E-03,7.32422E-02
-1.2975296E-03,1.70898E-01
-1.2974832E-03,2.44141E-02
-1.2974368E-03,-2.44141E-02
-1.2973904E-03,-2.44141E-02
-1.2973440E-03,2.44141E-02
-1.2972976E-03,1.70898E-01
-1.2972512E-03,2.44141E-02
-1.2972048E-03,2.44141E-02
-1.2971584E-03,-7.32422E-02
-1.2971120E-03,1.22070E-01
-1.2970656E-03,-1.22070E-01
-1.2970192E-03,1.22070E-01
-1.2969728E-03,-1.70898E-01
-1.2969264E-03,2.44141E-02
-1.2968800E-03,-2.19727E-01
-1.2968336E-03,-2.44141E-02
-1.2967872E-03,-7.32422E-02
-1.2967408E-03,-2.44141E-02
-1.2966944E-03,-2.44141E-02
-1.2966480E-03,1.22070E-01
-1.2966016E-03,7.32422E-02
-1.2965552E-03,7.32422E-02
-1.2965088E-03,2.44141E-02
-1.2964624E-03,-1.22070E-01
-1.2964160E-03,1.70898E-01
-1.2963696E-03,2.44141E-02
-1.2963232E-03,-2.44141E-02
-1.2962768E-03,-7.32422E-02
-1.2962304E-03,1.22070E-01
-1.2961840E-03,1.22070E-01
-1.2961376E-03,1.70898E-01
-1.2960912E-03,7.32422E-02
-1.2960448E-03,7.32422E-02
-1.2959984E-03,7.32422E-02
-1.2959520E-03,1.70898E-01
-1.2959056E-03,-2.44141E-02
-1.2958592E-03,1.70898E-01
-1.2958128E-03,7.32422E-02
-1.2957664E-03,1.70898E-01
-1.2957200E-03,2.44141E-02
-1.2956736E-03,-2.44141E-02
-1.2956272E-03,2.44141E-02
-1.2955808E-03,-2.44141E-02
-1.2955344E-03,7.32422E-02
-1.2954880E-03,2.44141E-02
-1.2954416E-03,7.32422E-02
-1.2953952E-03,-7.32422E-02
-1.2953488E-03,1.70898E-01
-1.2953024E-03,-2.44141E-02
-1.2952560E-03,2.44141E-02
-1.2952096E-03,-2.44141E-02
-1.2951632E-03,2.44141E-02
-1.2951168E-03,1.22070E-01
-1.2950704E-03,1.22070E-01
-1.2950240E-03,-1.22070E-01
-1.2949776E-03,7.32422E-02
-1.2949312E-03,7.32422E-02
-1.2948848E-03,2.44141E-02
-1.2948384E-03,7.32422E-02
-1.2947920E-03,2.44141E-02
-1.2947456E-03,1.22070E-01
-1.2946992E-03,-1.22070E-01
-1.2946528E-03,2.44141E-02
-1.2946064E-03,-1.22070E-01
-1.2945600E-03,1.70898E-01
-1.2945136E-03,2.44141E-02
-1.2944672E-03,-1.70898E-01
-1.2944208E-03,1.70898E-01
-1.2943744E-03,2.44141E-02
-1.2943280E-03,2.44141E-02
-1.2942816E-03,-2.44141E-02
-1.2942352E-03,1.70898E-01
-1.2941888E-03,7.32422E-02
-1.2941424E-03,2.44141E-02
-1.2940960E-03,2.44141E-02
-1.2940496E-03,-2.44141E-02
-1.2940032E-03,2.44141E-02
-1.2939568E-03,2.44141E-02
-1.2939104E-03,-2.44141E-02
-1.2938640E-03,-7.32422E-02
-1.2938176E-03,1.22070E-01
-1.2937712E-03,2.44141E-02
-1.2937248E-03,-2.44141E-02
-1.2936784E-03,1.70898E-01
-1.2936320E-03,-7.32422E-02
-1.2935856E-03,2.44141E-02
-1.2935392E-03,2.44141E-02
-1.2934928E-03,1.70898E-01
-1.2934464E-03,2.44141E-02
-1.2934000E-03,2.44141E-02
-1.2933536E-03,-2.44141E-02
-1.2933072E-03,7.32422E-02
-1.2932608E-03,-2.44141E-02
-1.2932144E-03,-2.44141E-02
-1.2931680E-03,-2.44141E-02
-1.2931216E-03,1.22070E-01
-1.2930752E-03,2.44141E-02
-1.2930288E-03,2.44141E-02
-1.2929824E-03,-2.44141E-02
-1.2929360E-03,-2.44141E-02
-1.2928896E-03,1.70898E-01
-1.2928432E-03,-2.44141E-02
-1.2927968E-03,1.22070E-01
-1.2927504E-03,-7.32422E-02
-1.2927040E-03,2.44141E-02
-1.2926576E-03,2.44141E-02
-1.2926112E-03,2.44141E-02
-1.2925648E-03,2.44141E-02
-1.2925184E-03,-2.44141E-02
-1.2924720E-03,1.22070E-01
-1.2924256E-03,-2.44141E-02
-1.2923792E-03,-2.44141E-02
-1.2923328E-03,-1.22070E-01
-1.2922864E-03,-1.22070E-01
-1.2922400E-03,-1.22070E-01
-1.2921936E-03,2.44141E-02
-1.2921472E-03,2.44141E-02
-1.2921008E-03,1.22070E-01
-1.2920544E-03,-2.44141E-02
-1.2920080E-03,1.70898E-01
-1.2919616E-03,-1.22070E-01
-1.2919152E-03,2.44141E-02
-1.2918688E-03,7.32422E-02
-1.2918224E-03,-7.32422E-02
-1.2917760E-03,2.44141E-02
-1.2917296E-03,7.32422E-02
-1.2916832E-03,-2.44141E-02
-1.2916368E-03,-2.44141E-02
-1.2915904E-03,-2.44141E-02
-1.2915440E-03,2.44141E-02
-1.2914976E-03,-2.44141E-02
-1.2914512E-03,7.32422E-02
-1.2914048E-03,2.44141E-02
-1.2913584E-03,2.44141E-02
-1.2913120E-03,-7.32422E-02
-1.2912656E-03,2.44141E-02
-1.2912192E-03,-2.44141E-02
-1.2911728E-03,7.32422E-02
-1.2911264E-03,1.22070E-01
-1.2910800E-03,2.44141E-02
-1.2910336E-03,-7.32422E-02
-1.2909872E-03,2.44141E-02
-1.2909408E-03,-2.44141E-02
-1.2908944E-03,-7.32422E-02
-1.2908480E-03,1.22070E-01
-1.2908016E-03,7.32422E-02
-1.2907552E-03,-7.32422E-02
-1.2907088E-03,7.32422E-02
-1.2906624E-03,2.44141E-02
-1.2906160E-03,-2.44141E-02
-1.2905696E-03,-2.44141E-02
-1.2905232E-03,7.32422E-02
-1.2904768E-03,2.44141E-02
-1.2904304E-03,2.44141E-02
-1.2903840E-03,-2.44141E-02
-1.2903376E-03,1.70898E-01
-1.2902912E-03,2.44141E-02
-1.2902448E-03,7.32422E-02
-1.2901984E-03,-7.32422E-02
-1.2901520E-03,2.44141E-02
-1.2901056E-03,7.32422E-02
-1.2900592E-03,2.44141E-02
-1.2900128E-03,1.70898E-01
-1.2899664E-03,2.68555E-01
-1.2899200E-03,1.22070E-01
-1.2898736E-03,2.44141E-02
-1.2898272E-03,-1.22070E-01
-1.2897808E-03,-1.70898E-01
-1.2897344E-03,1.22070E-01
-1.2896880E-03,2.44141E-02
-1.2896416E-03,-1.22070E-01
-1.2895952E-03,1.22070E-01
-1.2895488E-03,-2.44141E-02
-1.2895024E-03,2.44141E-02
-1.2894560E-03,-2.44141E-02
-1.2894096E-03,2.19727E-01
-1.2893632E-03,7.32422E-02
-1.2893168E-03,2.44141E-02
-1.2892704E-03,-1.22070E-01
-1.2892240E-03,2.44141E-02
-1.2891776E-03,2.44141E-02
-1.2891312E-03,7.32422E-02
-1.2890848E-03,-1.22070E-01
-1.2890384E-03,-2.44141E-02
-1.2889920E-03,2.44141E-02
-1.2889456E-03,1.22070E-01
-1.2888992E-03,-2.44141E-02
-1.2888528E-03,-2.44141E-02
-1.2888064E-03,1.22070E-01
-1.2887600E-03,1.70898E-01
-1.2887136E-03,-7.32422E-02
-1.2886672E-03,1.22070E-01
-1.2886208E-03,1.22070E-01
-1.2885744E-03,2.44141E-02
-1.2885280E-03,7.32422E-02
-1.2884816E-03,2.44141E-02
-1.2884352E-03,-1.22070E-01
-1.2883888E-03,1.22070E-01
-1.2883424E-03,-7.32422E-02
-1.2882960E-03,1.22070E-01
-1.2882496E-03,2.44141E-02
-1.2882032E-03,2.44141E-02
-1.2881568E-03,-7.32422E-02
-1.2881104E-03,1.70898E-01
-1.2880640E-03,-1.22070E-01
-1.2880176E-03,1.22070E-01
-1.2879712E-03,-2.44141E-02
-1.2879248E-03,7.32422E-02
-1.2878784E-03,-7.32422E-02
-1.2878320E-03,-2.44141E-02
-1.2877856E-03,-2.44141E-02
-1.2877392E-03,7.32422E-02
-1.2876928E-03,-7.32422E-02
-1.2876464E-03,2.44141E-02
-1.2876000E-03,-1.70898E-01
-1.2875536E-03,7.32422E-02
-1.2875072E-03,7.32422E-02
-1.2874608E-03,7.32422E-02
-1.2874144E-03,-7.32422E-02
-1.2873680E-03,-2.44141E-02
-1.2873216E-03,-7.32422E-02
-1.2872752E-03,-2.44141E-02
-1.2872288E-03,-7.32422E-02
