in s,C1 in V
-2.9399040E-04,1.22070E-01
-2.9394400E-04,2.44141E-02
-2.9389760E-04,2.44141E-02
-2.9385120E-04,1.22070E-01
-2.9380480E-04,7.32422E-02
-2.9375840E-04,7.32422E-02
-2.9371200E-04,1.70898E-01
-2.9366560E-04,2.44141E-02
-2.9361920E-04,2.44141E-02
-2.9357280E-04,1.22070E-01
-2.9352640E-04,-7.32422E-02
-2.9348000E-04,1.22070E-01
-2.9343360E-04,1.70898E-01
-2.9338720E-04,1.22070E-01
-2.9334080E-04,2.44141E-02
-2.9329440E-04,7.32422E-02
-2.9324800E-04,1.22070E-01
-2.9320160E-04,2.44141E-02
-2.9315520E-04,-1.22070E-01
-2.9310880E-04,7.32422E-02
-2.9306240E-04,2.68555E-01
-2.9301600E-04,7.32422E-02
-2.9296960E-04,-1.22070E-01
-2.9292320E-04,1.70898E-01
-2.9287680E-04,1.70898E-01
-2.9283040E-04,1.22070E-01
-2.9278400E-04,2.44141E-02
-2.9273760E-04,1.22070E-01
-2.9269120E-04,2.44141E-02
-2.9264480E-04,7.32422E-02
-2.9259840E-04,-7.32422E-02
-2.9255200E-04,-1.22070E-01
-2.9250560E-04,-7.32422E-02
-2.9245920E-04,2.44141E-02
-2.9241280E-04,7.32422E-02
-2.9236640E-04,7.32422E-02
-2.9232000E-04,7.32422E-02
-2.9227360E-04,2.44141E-02
-2.9222720E-04,-2.44141E-02
-2.9218080E-04,2.44141E-02
-2.9213440E-04,-2.44141E-02
-2.9208800E-04,2.44141E-02
-2.9204160E-04,2.44141E-02
-2.9199520E-04,7.32422E-02
-2.9194880E-04,2.44141E-02
-2.9190240E-04,1.22070E-01
-2.9185600E-04,-7.32422E-02
-2.9180960E-04,7.32422E-02
-2.9176320E-04,2.44141E-02
-2.9171680E-04,7.32422E-02
-2.9167040E-04,1.22070E-01
-2.9162400E-04,-2.44141E-02
-2.9157760E-04,2.44141E-02
-2.9153120E-04,-2.44141E-02
-2.9148480E-04,-7.32422E-02
-2.9143840E-04,7.32422E-02
-2.9139200E-04,2.44141E-02
-2.9134560E-04,2.44141E-02
-2.9129920E-04,-7.32422E-02
-2.9125280E-04,7.32422E-02
-2.9120640E-04,7.32422E-02
-2.9116000E-04,7.32422E-02
-2.9111360E-04,7.32422E-02
-2.9106720E-04,-2.44141E-02
-2.9102080E-04,7.32422E-02
-2.9097440E-04,1.22070E-01
-2.9092800E-04,-2.44141E-02
-2.9088160E-04,1.22070E-01
-2.9083520E-04,7.32422E-02
-2.9078880E-04,2.44141E-02
-2.9074240E-04,-2.44141E-02
-2.9069600E-04,-1.70898E-01
-2.9064960E-04,1.70898E-01
-2.9060320E-04,2.44141E-02
-2.9055680E-04,-2.44141E-02
-2.9051040E-04,1.22070E-01
-2.9046400E-04,7.32422E-02
-2.9041760E-04,2.44141E-02
-2.9037120E-04,2.44141E-02
-2.9032480E-04,2.44141E-02
-2.9027840E-04,7.32422E-02
-2.9023200E-04,2.44141E-02
-2.9018560E-04,-7.32422E-02
-2.9013920E-04,-1.22070E-01
-2.9009280E-04,1.70898E-01
-2.9004640E-04,7.32422E-02
-2.9000000E-04,-1.70898E-01
-2.8995360E-04,7.32422E-02
-2.8990720E-04,1.70898E-01
-2.8986080E-04,2.44141E-02
-2.8981440E-04,2.44141E-02
-2.8976800E-04,1.22070E-01
-2.8972160E-04,2.44141E-02
-2.8967520E-04,7.32422E-02
-2.8962880E-04,-2.44141E-02
-2.8958240E-04,7.32422E-02
-2.8953600E-04,1.22070E-01
-2.8948960E-04,-2.44141E-02
-2.8944320E-04,1.22070E-01
-2.8939680E-04,1.22070E-01
-2.8935040E-04,-2.44141E-02
-2.8930400E-04,7.32422E-02
-2.8925760E-04,-2.44141E-02
-2.8921120E-04,-1.70898E-01
-2.8916480E-04,7.32422E-02
-2.8911840E-04,2.44141E-02
-2.8907200E-04,-2.44141E-02
-2.8902560E-04,2.44141E-02
-2.8897920E-04,7.32422E-02
-2.8893280E-04,2.44141E-02
-2.8888640E-04,2.44141E-02
-2.8884000E-04,-2.44141E-02
-2.8879360E-04,1.22070E-01
-2.8874720E-04,1.22070E-01
-2.8870080E-04,-2.44141E-02
-2.8865440E-04,1.22070E-01
-2.8860800E-04,7.32422E-02
-2.8856160E-04,2.44141E-02
-2.8851520E-04,7.32422E-02
-2.8846880E-04,2.19727E-01
-2.8842240E-04,1.70898E-01
-2.8837600E-04,7.32422E-02
-2.8832960E-04,-1.22070E-01
-2.8828320E-04,-2.44141E-02
-2.8823680E-04,7.32422E-02
-2.8819040E-04,7.32422E-02
-2.8814400E-04,7.32422E-02
-2.8809760E-04,2.44141E-02
-2.8805120E-04,1.70898E-01
-2.8800480E-04,2.44141E-02
-2.8795840E-04,2.44141E-02
-2.8791200E-04,7.32422E-02
-2.8786560E-04,1.22070E-01
-2.8781920E-04,7.32422E-02
-2.8777280E-04,1.22070E-01
-2.8772640E-04,-7.32422E-02
-2.8768000E-04,2.44141E-02
-2.8763360E-04,7.32422E-02
-2.8758720E-04,2.44141E-02
-2.8754080E-04,2.44141E-02
-2.8749440E-04,-7.32422E-02
-2.8744800E-04,2.44141E-02
-2.8740160E-04,7.32422E-02
-2.8735520E-04,2.68555E-01
-2.8730880E-04,2.44141E-02
-2.8726240E-04,-2.44141E-02
-2.8721600E-04,-1.22070E-01
-2.8716960E-04,1.22070E-01
-2.8712320E-04,2.44141E-02
-2.8707680E-04,2.44141E-02
-2.8703040E-04,-2.44141E-02
-2.8698400E-04,1.70898E-01
-2.8693760E-04,2.44141E-02
-2.8689120E-04,7.32422E-02
-2.8684480E-04,-2.44141E-02
-2.8679840E-04,-1.22070E-01
-2.8675200E-04,1.22070E-01
-2.8670560E-04,-7.32422E-02
-2.8665920E-04,-7.32422E-02
-2.8661280E-04,-2.44141E-02
-2.8656640E-04,-2.44141E-02
-2.8652000E-04,2.44141E-02
-2.8647360E-04,-2.44141E-02
-2.8642720E-04,2.44141E-02
-2.8638080E-04,-2.44141E-02
-2.8633440E-04,1.70898E-01
-2.8628800E-04,1.22070E-01
-2.8624160E-04,-7.32422E-02
-2.8619520E-04,7.32422E-02
-2.8614880E-04,1.22070E-01
-2.8610240E-04,2.44141E-02
-2.8605600E-04,1.70898E-01
-2.8600960E-04,2.44141E-02
-2.8596320E-04,-2.44141E-02
-2.8591680E-04,-1.22070E-01
-2.8587040E-04,2.44141E-02
-2.8582400E-04,1.22070E-01
-2.8577760E-04,7.32422E-02
-2.8573120E-04,-2.44141E-02
-2.8568480E-04,1.70898E-01
-2.8563840E-04,7.32422E-02
-2.8559200E-04,7.32422E-02
-2.8554560E-04,2.44141E-02
-2.8549920E-04,7.32422E-02
-2.8545280E-04,-2.44141E-02
-2.8540640E-04,-2.44141E-02
-2.8536000E-04,2.44141E-02
-2.8531360E-04,1.70898E-01
-2.8526720E-04,1.22070E-01
-2.8522080E-04,7.32422E-02
-2.8517440E-04,-2.44141E-02
-2.8512800E-04,-2.44141E-02
-2.8508160E-04,7.32422E-02
-2.8503520E-04,1.22070E-01
-2.8498880E-04,-1.70898E-01
-2.8494240E-04,2.44141E-02
-2.8489600E-04,-2.44141E-02
-2.8484960E-04,2.44141E-02
-2.8480320E-04,-2.44141E-02
-2.8475680E-04,2.19727E-01
-2.8471040E-04,7.32422E-02
-2.8466400E-04,7.32422E-02
-2.8461760E-04,7.32422E-02
-2.8457120E-04,7.32422E-02
-2.8452480E-04,7.32422E-02
-2.8447840E-04,-2.44141E-02
-2.8443200E-04,-2.44141E-02
-2.8438560E-04,7.32422E-02
-2.8433920E-04,-2.44141E-02
-2.8429280E-04,-2.44141E-02
-2.8424640E-04,-1.22070E-01
-2.8420000E-04,-2.44141E-02
-2.8415360E-04,2.44141E-02
-2.8410720E-04,-7.32422E-02
-2.8406080E-04,1.22070E-01
-2.8401440E-04,2.44141E-02
-2.8396800E-04,-7.32422E-02
-2.8392160E-04,1.70898E-01
-2.8387520E-04,7.32422E-02
-2.8382880E-04,2.19727E-01
-2.8378240E-04,-2.44141E-02
-2.8373600E-04,-2.44141E-02
-2.8368960E-04,-2.44141E-02
-2.8364320E-04,2.44141E-02
-2.8359680E-04,2.44141E-02
-2.8355040E-04,7.32422E-02
-2.8350400E-04,7.32422E-02
-2.8345760E-04,7.32422E-02
-2.8341120E-04,7.32422E-02
-2.8336480E-04,1.22070E-01
-2.8331840E-04,-7.32422E-02
-2.8327200E-04,7.32422E-02
-2.8322560E-04,2.44141E-02
-2.8317920E-04,-2.44141E-02
-2.8313280E-04,-2.44141E-02
-2.8308640E-04,1.70898E-01
-2.8304000E-04,1.70898E-01
-2.8299360E-04,7.32422E-02
-2.8294720E-04,-1.22070E-01
-2.8290080E-04,1.22070E-01
-2.8285440E-04,2.44141E-02
-2.8280800E-04,1.22070E-01
-2.8276160E-04,2.44141E-02
-2.8271520E-04,-1.22070E-01
-2.8266880E-04,1.22070E-01
-2.8262240E-04,1.22070E-01
-2.8257600E-04,7.32422E-02
-2.8252960E-04,1.22070E-01
-2.8248320E-04,1.70898E-01
-2.8243680E-04,1.22070E-01
-2.8239040E-04,-2.44141E-02
-2.8234400E-04,1.22070E-01
-2.8229760E-04,2.44141E-02
-2.8225120E-04,1.70898E-01
-2.8220480E-04,-7.32422E-02
-2.8215840E-04,1.70898E-01
-2.8211200E-04,1.22070E-01
-2.8206560E-04,2.44141E-02
-2.8201920E-04,1.22070E-01
-2.8197280E-04,7.32422E-02
-2.8192640E-04,-2.44141E-02
-2.8188000E-04,1.22070E-01
-2.8183360E-04,-1.22070E-01
-2.8178720E-04,1.70898E-01
-2.8174080E-04,7.32422E-02
-2.8169440E-04,7.32422E-02
-2.8164800E-04,-2.44141E-02
-2.8160160E-04,7.32422E-02
-2.8155520E-04,2.44141E-02
-2.8150880E-04,2.44141E-02
-2.8146240E-04,2.44141E-02
-2.8141600E-04,2.44141E-02
-2.8136960E-04,1.70898E-01
-2.8132320E-04,-2.44141E-02
-2.8127680E-04,-2.44141E-02
-2.8123040E-04,2.44141E-02
-2.8118400E-04,7.32422E-02
-2.8113760E-04,7.32422E-02
-2.8109120E-04,2.44141E-02
-2.8104480E-04,1.22070E-01
-2.8099840E-04,7.32422E-02
-2.8095200E-04,7.32422E-02
-2.8090560E-04,1.70898E-01
-2.8085920E-04,-2.44141E-02
-2.8081280E-04,-2.44141E-02
-2.8076640E-04,1.70898E-01
-2.8072000E-04,2.44141E-02
-2.8067360E-04,1.70898E-01
-2.8062720E-04,1.70898E-01
-2.8058080E-04,2.44141E-02
-2.8053440E-04,1.70898E-01
-2.8048800E-04,2.44141E-02
-2.8044160E-04,-7.32422E-02
-2.8039520E-04,1.22070E-01
-2.8034880E-04,2.44141E-02
-2.8030240E-04,2.68555E-01
-2.8025600E-04,2.44141E-02
-2.8020960E-04,2.44141E-02
-2.8016320E-04,-1.22070E-01
-2.8011680E-04,1.70898E-01
-2.8007040E-04,-2.44141E-02
-2.8002400E-04,7.32422E-02
-2.7997760E-04,-1.22070E-01
-2.7993120E-04,-2.44141E-02
-2.7988480E-04,7.32422E-02
-2.7983840E-04,2.44141E-02
-2.7979200E-04,1.70898E-01
-2.7974560E-04,1.22070E-01
-2.7969920E-04,7.32422E-02
-2.7965280E-04,1.22070E-01
-2.7960640E-04,1.22070E-01
-2.7956000E-04,-1.70898E-01
-2.7951360E-04,-1.22070E-01
-2.7946720E-04,1.22070E-01
-2.7942080E-04,-2.44141E-02
-2.7937440E-04,-1.22070E-01
-2.7932800E-04,2.44141E-02
-2.7928160E-04,7.32422E-02
-2.7923520E-04,1.70898E-01
-2.7918880E-04,1.70898E-01
-2.7914240E-04,7.32422E-02
-2.7909600E-04,-1.22070E-01
-2.7904960E-04,7.32422E-02
-2.7900320E-04,1.22070E-01
-2.7895680E-04,7.32422E-02
-2.7891040E-04,1.22070E-01
-2.7886400E-04,-1.70898E-01
-2.7881760E-04,2.44141E-02
-2.7877120E-04,7.32422E-02
-2.7872480E-04,-1.70898E-01
-2.7867840E-04,-2.44141E-02
-2.7863200E-04,-2.44141E-02
-2.7858560E-04,1.22070E-01
-2.7853920E-04,1.22070E-01
-2.7849280E-04,-2.44141E-02
-2.7844640E-04,7.32422E-02
-2.7840000E-04,-2.44141E-02
-2.7835360E-04,2.44141E-02
-2.7830720E-04,-1.22070E-01
-2.7826080E-04,1.70898E-01
-2.7821440E-04,1.70898E-01
-2.7816800E-04,1.70898E-01
-2.7812160E-04,-1.22070E-01
-2.7807520E-04,1.70898E-01
-2.7802880E-04,7.32422E-02
-2.7798240E-04,1.22070E-01
-2.7793600E-04,-2.44141E-02
-2.7788960E-04,7.32422E-02
-2.7784320E-04,7.32422E-02
-2.7779680E-04,2.44141E-02
-2.7775040E-04,-7.32422E-02
-2.7770400E-04,-2.44141E-02
-2.7765760E-04,1.70898E-01
-2.7761120E-04,-7.32422E-02
-2.7756480E-04,1.70898E-01
-2.7751840E-04,7.32422E-02
-2.7747200E-04,2.44141E-02
-2.7742560E-04,1.22070E-01
-2.7737920E-04,-7.32422E-02
-2.7733280E-04,1.70898E-01
-2.7728640E-04,7.32422E-02
-2.7724000E-04,2.44141E-02
-2.7719360E-04,2.44141E-02
-2.7714720E-04,7.32422E-02
-2.7710080E-04,-2.68555E-01
-2.7705440E-04,-7.32422E-02
-2.7700800E-04,-2.44141E-02
-2.7696160E-04,-1.22070E-01
-2.7691520E-04,7.32422E-02
-2.7686880E-04,7.32422E-02
-2.7682240E-04,-2.44141E-02
-2.7677600E-04,1.22070E-01
-2.7672960E-04,7.32422E-02
-2.7668320E-04,-7.32422E-02
-2.7663680E-04,-2.44141E-02
-2.7659040E-04,2.44141E-02
-2.7654400E-04,-7.32422E-02
-2.7649760E-04,2.44141E-02
-2.7645120E-04,-2.44141E-02
-2.7640480E-04,2.44141E-02
-2.7635840E-04,1.70898E-01
-2.7631200E-04,2.44141E-02
-2.7626560E-04,-2.44141E-02
-2.7621920E-04,7.32422E-02
-2.7617280E-04,7.32422E-02
-2.7612640E-04,2.44141E-02
-2.7608000E-04,-2.44141E-02
-2.7603360E-04,1.22070E-01
-2.7598720E-04,-2.44141E-02
-2.7594080E-04,7.32422E-02
-2.7589440E-04,-2.44141E-02
-2.7584800E-04,-1.70898E-01
-2.7580160E-04,2.44141E-02
-2.7575520E-04,-2.44141E-02
-2.7570880E-04,2.44141E-02
-2.7566240E-04,2.44141E-02
-2.7561600E-04,-1.22070E-01
-2.7556960E-04,7.32422E-02
-2.7552320E-04,1.22070E-01
-2.7547680E-04,1.22070E-01
-2.7543040E-04,1.22070E-01
-2.7538400E-04,-2.44141E-02
-2.7533760E-04,2.44141E-02
-2.7529120E-04,1.22070E-01
-2.7524480E-04,2.44141E-02
-2.7519840E-04,1.70898E-01
-2.7515200E-04,-7.32422E-02
-2.7510560E-04,1.70898E-01
-2.7505920E-04,7.32422E-02
-2.7501280E-04,1.22070E-01
-2.7496640E-04,-7.32422E-02
-2.7492000E-04,-1.22070E-01
-2.7487360E-04,-1.22070E-01
-2.7482720E-04,-1.22070E-01
-2.7478080E-04,-2.44141E-02
-2.7473440E-04,1.70898E-01
-2.7468800E-04,-2.44141E-02
-2.7464160E-04,7.32422E-02
-2.7459520E-04,2.44141E-02
-2.7454880E-04,-7.32422E-02
-2.7450240E-04,7.32422E-02
-2.7445600E-04,2.44141E-02
-2.7440960E-04,1.22070E-01
-2.7436320E-04,-2.44141E-02
-2.7431680E-04,1.70898E-01
-2.7427040E-04,2.44141E-02
-2.7422400E-04,-2.44141E-02
-2.7417760E-04,2.44141E-02
-2.7413120E-04,1.22070E-01
-2.7408480E-04,1.70898E-01
-2.7403840E-04,-7.32422E-02
-2.7399200E-04,1.22070E-01
-2.7394560E-04,-2.44141E-02
-2.7389920E-04,7.32422E-02
-2.7385280E-04,-1.22070E-01
-2.7380640E-04,7.32422E-02
-2.7376000E-04,1.22070E-01
-2.7371360E-04,2.44141E-02
-2.7366720E-04,-7.32422E-02
-2.7362080E-04,-1.70898E-01
-2.7357440E-04,2.44141E-02
-2.7352800E-04,7.32422E-02
-2.7348160E-04,1.22070E-01
-2.7343520E-04,7.32422E-02
-2.7338880E-04,2.44141E-02
-2.7334240E-04,-2.44141E-02
-2.7329600E-04,-7.32422E-02
-2.7324960E-04,-1.22070E-01
-2.7320320E-04,2.44141E-02
-2.7315680E-04,1.70898E-01
-2.7311040E-04,-1.22070E-01
-2.7306400E-04,-2.44141E-02
-2.7301760E-04,-7.32422E-02
-2.7297120E-04,2.44141E-02
-2.7292480E-04,2.44141E-02
-2.7287840E-04,-1.70898E-01
-2.7283200E-04,1.70898E-01
-2.7278560E-04,7.32422E-02
-2.7273920E-04,-2.44141E-02
-2.7269280E-04,1.70898E-01
-2.7264640E-04,2.44141E-02
-2.7260000E-04,2.44141E-02
-2.7255360E-04,7.32422E-02
-2.7250720E-04,-1.22070E-01
-2.7246080E-04,2.44141E-02
-2.7241440E-04,7.32422E-02
-2.7236800E-04,-2.44141E-02
-2.7232160E-04,1.22070E-01
-2.7227520E-04,-7.32422E-02
-2.7222880E-04,2.44141E-02
-2.7218240E-04,1.22070E-01
-2.7213600E-04,-7.32422E-02
-2.7208960E-04,2.44141E-02
-2.7204320E-04,2.44141E-02
-2.7199680E-04,-7.32422E-02
-2.7195040E-04,-1.70898E-01
-2.7190400E-04,2.44141E-02
-2.7185760E-04,-1.70898E-01
-2.7181120E-04,2.44141E-02
-2.7176480E-04,2.19727E-01
-2.7171840E-04,-2.44141E-02
-2.7167200E-04,2.44141E-02
-2.7162560E-04,-2.44141E-02
-2.7157920E-04,7.32422E-02
-2.7153280E-04,-2.44141E-02
-2.7148640E-04,1.22070E-01
-2.7144000E-04,-2.44141E-02
-2.7139360E-04,1.70898E-01
-2.7134720E-04,-2.44141E-02
-2.7130080E-04,-2.44141E-02
-2.7125440E-04,-2.44141E-02
-2.7120800E-04,7.32422E-02
-2.7116160E-04,7.32422E-02
-2.7111520E-04,7.32422E-02
-2.7106880E-04,2.44141E-02
-2.7102240E-04,-1.22070E-01
-2.7097600E-04,1.22070E-01
-2.7092960E-04,2.44141E-02
-2.7088320E-04,-2.44141E-02
-2.7083680E-04,7.32422E-02
-2.7079040E-04,-2.44141E-02
-2.7074400E-04,7.32422E-02
-2.7069760E-04,-1.70898E-01
-2.7065120E-04,-1.22070E-01
-2.7060480E-04,7.32422E-02
-2.7055840E-04,2.44141E-02
-2.7051200E-04,-7.32422E-02
-2.7046560E-04,1.70898E-01
-2.7041920E-04,1.70898E-01
-2.7037280E-04,-2.44141E-02
-2.7032640E-04,7.32422E-02
-2.7028000E-04,-1.70898E-01
-2.7023360E-04,-2.44141E-02
-2.7018720E-04,7.32422E-02
-2.7014080E-04,7.32422E-02
-2.7009440E-04,1.22070E-01
-2.7004800E-04,-2.44141E-02
-2.7000160E-04,7.32422E-02
-2.6995520E-04,-2.44141E-02
-2.6990880E-04,1.22070E-01
-2.6986240E-04,-7.32422E-02
-2.6981600E-04,7.32422E-02
-2.6976960E-04,-2.44141E-02
-2.6972320E-04,1.70898E-01
-2.6967680E-04,1.22070E-01
-2.6963040E-04,1.70898E-01
-2.6958400E-04,-1.22070E-01
-2.6953760E-04,-7.32422E-02
-2.6949120E-04,-7.32422E-02
-2.6944480E-04,1.22070E-01
-2.6939840E-04,-7.32422E-02
-2.6935200E-04,-2.44141E-02
-2.6930560E-04,1.22070E-01
-2.6925920E-04,2.44141E-02
-2.6921280E-04,7.32422E-02
-2.6916640E-04,1.70898E-01
-2.6912000E-04,-2.44141E-02
-2.6907360E-04,2.44141E-02
-2.6902720E-04,-1.70898E-01
-2.6898080E-04,1.70898E-01
-2.6893440E-04,7.32422E-02
-2.6888800E-04,1.70898E-01
-2.6884160E-04,-2.44141E-02
-2.6879520E-04,7.32422E-02
-2.6874880E-04,1.22070E-01
-2.6870240E-04,1.70898E-01
-2.6865600E-04,-2.44141E-02
-2.6860960E-04,-2.44141E-02
-2.6856320E-04,-2.44141E-02
-2.6851680E-04,2.44141E-02
-2.6847040E-04,7.32422E-02
-2.6842400E-04,-2.44141E-02
-2.6837760E-04,-1.22070E-01
-2.6833120E-04,1.22070E-01
-2.6828480E-04,-7.32422E-02
-2.6823840E-04,-2.44141E-02
-2.6819200E-04,1.22070E-01
-2.6814560E-04,7.32422E-02
-2.6809920E-04,-2.44141E-02
-2.6805280E-04,1.22070E-01
-2.6800640E-04,1.22070E-01
-2.6796000E-04,7.32422E-02
-2.6791360E-04,2.44141E-02
-2.6786720E-04,-7.32422E-02
-2.6782080E-04,-2.44141E-02
-2.6777440E-04,1.70898E-01
-2.6772800E-04,-2.44141E-02
-2.6768160E-04,2.19727E-01
-2.6763520E-04,2.44141E-02
-2.6758880E-04,1.22070E-01
-2.6754240E-04,-2.44141E-02
-2.6749600E-04,-2.44141E-02
-2.6744960E-04,1.22070E-01
-2.6740320E-04,-2.44141E-02
-2.6735680E-04,2.44141E-02
-2.6731040E-04,7.32422E-02
-2.6726400E-04,-2.44141E-02
-2.6721760E-04,7.32422E-02
-2.6717120E-04,-2.44141E-02
-2.6712480E-04,-2.44141E-02
-2.6707840E-04,2.44141E-02
-2.6703200E-04,1.22070E-01
-2.6698560E-04,-2.44141E-02
-2.6693920E-04,7.32422E-02
-2.6689280E-04,1.70898E-01
-2.6684640E-04,-7.32422E-02
-2.6680000E-04,-2.44141E-02
-2.6675360E-04,-2.44141E-02
-2.6670720E-04,1.70898E-01
-2.6666080E-04,2.44141E-02
-2.6661440E-04,-2.44141E-02
-2.6656800E-04,7.32422E-02
-2.6652160E-04,-2.44141E-02
-2.6647520E-04,2.44141E-02
-2.6642880E-04,-7.32422E-02
-2.6638240E-04,-2.44141E-02
-2.6633600E-04,1.22070E-01
-2.6628960E-04,2.44141E-02
-2.6624320E-04,2.44141E-02
-2.6619680E-04,-7.32422E-02
-2.6615040E-04,7.32422E-02
-2.6610400E-04,2.44141E-02
-2.6605760E-04,-2.44141E-02
-2.6601120E-04,7.32422E-02
-2.6596480E-04,2.44141E-02
-2.6591840E-04,2.44141E-02
-2.6587200E-04,-2.44141E-02
-2.6582560E-04,7.32422E-02
-2.6577920E-04,2.44141E-02
-2.6573280E-04,7.32422E-02
-2.6568640E-04,2.44141E-02
-2.6564000E-04,-1.70898E-01
-2.6559360E-04,-2.44141E-02
-2.6554720E-04,7.32422E-02
-2.6550080E-04,2.44141E-02
-2.6545440E-04,-7.32422E-02
-2.6540800E-04,3.17383E-01
-2.6536160E-04,7.32422E-02
-2.6531520E-04,2.44141E-02
-2.6526880E-04,1.22070E-01
-2.6522240E-04,2.44141E-02
-2.6517600E-04,-7.32422E-02
-2.6512960E-04,-2.44141E-02
-2.6508320E-04,1.70898E-01
-2.6503680E-04,1.22070E-01
-2.6499040E-04,2.19727E-01
-2.6494400E-04,-2.44141E-02
-2.6489760E-04,7.32422E-02
-2.6485120E-04,-2.44141E-02
-2.6480480E-04,7.32422E-02
-2.6475840E-04,7.32422E-02
-2.6471200E-04,-7.32422E-02
-2.6466560E-04,2.44141E-02
-2.6461920E-04,1.22070E-01
-2.6457280E-04,2.44141E-02
-2.6452640E-04,1.22070E-01
-2.6448000E-04,-2.44141E-02
-2.6443360E-04,1.22070E-01
-2.6438720E-04,-2.44141E-02
-2.6434080E-04,3.66211E-01
-2.6429440E-04,-2.44141E-02
-2.6424800E-04,-2.44141E-02
-2.6420160E-04,2.44141E-02
-2.6415520E-04,2.44141E-02
-2.6410880E-04,1.70898E-01
-2.6406240E-04,7.32422E-02
-2.6401600E-04,-2.44141E-02
-2.6396960E-04,1.70898E-01
-2.6392320E-04,2.44141E-02
-2.6387680E-04,1.22070E-01
-2.6383040E-04,-2.44141E-02
-2.6378400E-04,-1.70898E-01
-2.6373760E-04,-2.44141E-02
-2.6369120E-04,2.44141E-02
-2.6364480E-04,1.70898E-01
-2.6359840E-04,2.44141E-02
-2.6355200E-04,7.32422E-02
-2.6350560E-04,7.32422E-02
-2.6345920E-04,1.70898E-01
-2.6341280E-04,-2.44141E-02
-2.6336640E-04,7.32422E-02
-2.6332000E-04,-2.44141E-02
-2.6327360E-04,-7.32422E-02
-2.6322720E-04,2.68555E-01
-2.6318080E-04,1.70898E-01
-2.6313440E-04,-7.32422E-02
-2.6308800E-04,-2.44141E-02
-2.6304160E-04,7.32422E-02
-2.6299520E-04,7.32422E-02
-2.6294880E-04,1.22070E-01
-2.6290240E-04,-2.44141E-02
-2.6285600E-04,1.70898E-01
-2.6280960E-04,1.70898E-01
-2.6276320E-04,2.44141E-02
-2.6271680E-04,2.44141E-02
-2.6267040E-04,1.70898E-01
-2.6262400E-04,7.32422E-02
-2.6257760E-04,7.32422E-02
-2.6253120E-04,-2.44141E-02
-2.6248480E-04,-2.44141E-02
-2.6243840E-04,7.32422E-02
-2.6239200E-04,7.32422E-02
-2.6234560E-04,-1.22070E-01
-2.6229920E-04,1.22070E-01
-2.6225280E-04,1.70898E-01
-2.6220640E-04,2.44141E-02
-2.6216000E-04,-2.44141E-02
-2.6211360E-04,-2.44141E-02
-2.6206720E-04,2.44141E-02
-2.6202080E-04,7.32422E-02
-2.6197440E-04,-7.32422E-02
-2.6192800E-04,2.44141E-02
-2.6188160E-04,-2.44141E-02
-2.6183520E-04,1.22070E-01
-2.6178880E-04,1.22070E-01
-2.6174240E-04,1.70898E-01
-2.6169600E-04,7.32422E-02
-2.6164960E-04,-7.32422E-02
-2.6160320E-04,-2.44141E-02
-2.6155680E-04,2.44141E-02
-2.6151040E-04,1.22070E-01
-2.6146400E-04,-2.44141E-02
-2.6141760E-04,1.70898E-01
-2.6137120E-04,-1.22070E-01
-2.6132480E-04,-7.32422E-02
-2.6127840E-04,7.32422E-02
-2.6123200E-04,-2.44141E-02
-2.6118560E-04,1.70898E-01
-2.6113920E-04,2.44141E-02
-2.6109280E-04,2.44141E-02
-2.6104640E-04,-7.32422E-02
-2.6100000E-04,2.44141E-02
-2.6095360E-04,1.22070E-01
-2.6090720E-04,2.44141E-02
-2.6086080E-04,2.44141E-02
-2.6081440E-04,2.19727E-01
-2.6076800E-04,2.44141E-02
-2.6072160E-04,7.32422E-02
-2.6067520E-04,2.44141E-02
-2.6062880E-04,1.70898E-01
-2.6058240E-04,1.70898E-01
-2.6053600E-04,-1.70898E-01
-2.6048960E-04,7.32422E-02
-2.6044320E-04,-2.44141E-02
-2.6039680E-04,2.44141E-02
-2.6035040E-04,1.22070E-01
-2.6030400E-04,2.44141E-02
-2.6025760E-04,2.68555E-01
-2.6021120E-04,1.70898E-01
-2.6016480E-04,-2.44141E-02
-2.6011840E-04,1.22070E-01
-2.6007200E-04,1.70898E-01
-2.6002560E-04,-2.44141E-02
-2.5997920E-04,1.70898E-01
-2.5993280E-04,-7.32422E-02
-2.5988640E-04,2.44141E-02
-2.5984000E-04,7.32422E-02
-2.5979360E-04,1.22070E-01
-2.5974720E-04,2.44141E-02
-2.5970080E-04,1.70898E-01
-2.5965440E-04,2.44141E-02
-2.5960800E-04,2.44141E-02
-2.5956160E-04,7.32422E-02
-2.5951520E-04,2.68555E-01
-2.5946880E-04,2.44141E-02
-2.5942240E-04,1.70898E-01
-2.5937600E-04,-7.32422E-02
-2.5932960E-04,2.44141E-02
-2.5928320E-04,-2.44141E-02
-2.5923680E-04,1.70898E-01
-2.5919040E-04,2.44141E-02
-2.5914400E-04,2.44141E-02
-2.5909760E-04,-2.44141E-02
-2.5905120E-04,1.70898E-01
-2.5900480E-04,-7.32422E-02
-2.5895840E-04,1.22070E-01
-2.5891200E-04,1.22070E-01
-2.5886560E-04,2.44141E-02
-2.5881920E-04,-1.70898E-01
-2.5877280E-04,7.32422E-02
-2.5872640E-04,7.32422E-02
-2.5868000E-04,-7.32422E-02
-2.5863360E-04,-7.32422E-02
